Product_ID,Transaction_ID,Purchase_Freq,Avg_Order_Value,Most_Frequent_Category,Time_Between_Purchases,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sales_Date,Season,Preferred_Purchase_Times,Retention_Strategy,Customer_Age_Days,High_Value_Customer
PROD_VMZMY9,TRANS_BBPJI1,16,27.88,Electronics,21,europe,0.63,8179.76,2020-11-17,2023-02-14,Fall,Afternoon,Email Campaign,1953,1
PROD_1E5WHF,TRANS_EALG7Q,9,52.03,Electronics,25,europe,0.55,1477.77,2020-07-13,2023-04-15,Fall,Afternoon,Email Campaign,2080,0
PROD_3Y6MMT,TRANS_HDUHSL,8,172.88,Electronics,62,north america,0.45,7082.28,2021-11-10,2023-09-03,Winter,Evening,Email Campaign,1595,1
PROD_MT2OAN,TRANS_U2J2S9,3,21.0,Sports,7,asia,0.11,401.15,2022-03-18,2023-12-17,Winter,Morning,Discount,1467,0
PROD_MQL2WG,TRANS_HQIWB6,2,93.22,Electronics,18,north america,0.85,3665.48,2021-12-30,2023-10-05,Summer,Evening,Discount,1545,0
PROD_7VETJ7,TRANS_BRLSDT,5,62.98,Electronics,86,europe,0.96,4469.42,2022-02-19,2023-01-06,Spring,Evening,Email Campaign,1494,0
PROD_BT59CF,TRANS_F3IR23,15,71.55,Sports,32,europe,0.24,9957.36,2022-07-27,2023-10-22,Summer,Morning,Loyalty Program,1336,1
PROD_9CZPD4,TRANS_5TIUS1,14,116.74,Sports,25,asia,0.92,6516.17,2020-03-18,2023-03-09,Fall,Afternoon,Email Campaign,2197,1
PROD_1C3NZA,TRANS_U2AO83,13,80.91,Clothing,88,north america,0.74,3262.85,2020-02-29,2023-01-13,Fall,Morning,Email Campaign,2215,0
PROD_2ZP1QW,TRANS_C36U09,8,159.94,Sports,28,europe,0.27,7586.53,2020-08-29,2023-01-08,Spring,Evening,Discount,2033,1
PROD_3PJ5NN,TRANS_VG0YH7,13,186.9,Home,10,south america,0.45,7811.64,2020-07-06,2023-06-20,Summer,Evening,Discount,2087,1
PROD_HBWVLV,TRANS_UDGW6J,9,191.5,Sports,36,south america,0.67,7183.04,2022-02-18,2023-08-15,Spring,Morning,Discount,1495,1
PROD_43XQB5,TRANS_VHDHBQ,6,81.76,Home,12,south america,0.62,6009.3,2022-07-03,2023-07-20,Winter,Morning,Loyalty Program,1360,1
PROD_ZOXTQ8,TRANS_DBEMVG,18,186.58,Electronics,68,north america,0.12,133.37,2022-07-20,2023-04-05,Winter,Afternoon,Discount,1343,0
PROD_UZAIFS,TRANS_D1YHFV,4,90.36,Clothing,84,south america,0.7,5389.24,2021-05-13,2023-07-29,Spring,Evening,Discount,1776,1
PROD_PZJL3X,TRANS_0FJXCZ,12,132.24,Sports,34,north america,0.87,959.57,2022-10-06,2023-06-06,Winter,Evening,Discount,1265,0
PROD_3DKRIM,TRANS_XDR5TU,1,96.67,Home,18,south america,0.47,7490.5,2022-07-22,2023-12-18,Fall,Evening,Discount,1341,1
PROD_X7ZH8Y,TRANS_TUSXP6,12,123.65,Clothing,47,asia,0.04,7012.32,2020-03-12,2023-03-26,Fall,Afternoon,Email Campaign,2203,1
PROD_VEDZB9,TRANS_GER2IM,9,76.58,Electronics,83,south america,0.84,5681.12,2020-10-31,2023-06-07,Spring,Morning,Discount,1970,1
PROD_Y0PGNI,TRANS_Y4A3Z0,4,122.27,Home,68,south america,0.39,5458.66,2022-06-01,2023-01-29,Spring,Afternoon,Discount,1392,1
PROD_OMKM2F,TRANS_R44QO9,4,62.11,Home,11,south america,0.1,8273.37,2022-04-08,2023-09-29,Winter,Evening,Discount,1446,1
PROD_0BMUSA,TRANS_NJIQCW,5,179.11,Home,82,south america,0.2,2358.32,2020-09-28,2023-10-09,Summer,Evening,Email Campaign,2003,0
PROD_P6E5V6,TRANS_OAUFSN,15,125.74,Electronics,30,south america,0.75,6400.72,2021-08-10,2023-04-18,Fall,Morning,Email Campaign,1687,1
PROD_M70MFR,TRANS_XQKGMO,17,163.0,Clothing,36,europe,0.93,4726.93,2020-03-19,2023-03-21,Summer,Evening,Discount,2196,0
PROD_RK2GH5,TRANS_HDSUA9,12,86.68,Electronics,59,asia,0.2,1193.75,2020-07-04,2023-06-03,Spring,Morning,Email Campaign,2089,0
PROD_2QZ1DL,TRANS_IMS7L0,7,119.85,Clothing,17,europe,0.28,2625.31,2020-02-11,2023-02-08,Spring,Morning,Email Campaign,2233,0
PROD_BF448S,TRANS_446DDR,4,116.14,Electronics,44,asia,0.82,2094.74,2021-05-26,2023-09-08,Fall,Afternoon,Discount,1763,0
PROD_0LNZQ1,TRANS_WIOXBM,8,53.15,Electronics,48,europe,0.39,4211.88,2022-08-31,2023-07-18,Winter,Afternoon,Loyalty Program,1301,0
PROD_ZF41CG,TRANS_I97KZZ,10,169.33,Home,41,asia,0.21,8885.03,2020-09-23,2023-10-22,Summer,Afternoon,Discount,2008,1
PROD_HJLHPP,TRANS_Z57ZU7,2,129.63,Clothing,53,south america,0.97,8345.59,2022-05-28,2023-06-04,Spring,Evening,Discount,1396,1
PROD_CI4QH4,TRANS_DK15Z1,2,49.61,Home,62,north america,0.89,1332.89,2020-12-16,2023-07-19,Summer,Afternoon,Email Campaign,1924,0
PROD_VNZ02U,TRANS_CI78FA,17,44.43,Electronics,27,south america,0.45,6730.06,2020-10-13,2023-01-24,Summer,Afternoon,Discount,1988,1
PROD_6RZY2M,TRANS_CKIIS0,11,191.73,Electronics,83,north america,0.75,3960.54,2022-01-27,2023-09-09,Winter,Evening,Loyalty Program,1517,0
PROD_2WP619,TRANS_QOIAKD,5,182.9,Electronics,21,north america,0.5,321.6,2020-06-28,2023-07-23,Summer,Evening,Email Campaign,2095,0
PROD_658BOT,TRANS_7AMDJQ,13,198.96,Electronics,88,north america,0.75,2832.81,2022-08-07,2023-10-31,Summer,Evening,Email Campaign,1325,0
PROD_YYE7H8,TRANS_YBTLXZ,6,74.25,Sports,8,south america,0.31,1508.51,2021-12-19,2023-02-21,Spring,Morning,Email Campaign,1556,0
PROD_79OT3Q,TRANS_33JNSK,10,119.55,Sports,71,europe,0.34,3110.45,2022-12-30,2023-02-27,Spring,Morning,Discount,1180,0
PROD_269B77,TRANS_CQ5JQQ,7,90.09,Clothing,58,north america,0.2,4916.06,2022-07-09,2023-10-28,Winter,Afternoon,Discount,1354,0
PROD_CXKOJF,TRANS_1KDYBP,18,51.33,Sports,14,europe,0.4,2814.65,2020-03-21,2023-08-18,Fall,Evening,Loyalty Program,2194,0
PROD_2PRHB2,TRANS_FW6KU1,4,39.82,Home,20,europe,0.46,731.64,2021-09-30,2023-11-20,Spring,Afternoon,Email Campaign,1636,0
PROD_TMMTQZ,TRANS_5FQH4U,3,190.25,Clothing,80,north america,0.28,6289.96,2021-08-29,2023-04-01,Winter,Evening,Email Campaign,1668,1
PROD_88PYZ7,TRANS_TKDJP9,15,29.31,Clothing,19,europe,0.25,6888.52,2021-08-22,2023-07-13,Spring,Morning,Discount,1675,1
PROD_U31S9S,TRANS_EE6WI3,15,70.72,Electronics,48,europe,0.4,2968.83,2021-02-26,2023-05-19,Spring,Evening,Loyalty Program,1852,0
PROD_EHWN6H,TRANS_N3NF6Y,8,180.93,Sports,51,asia,0.11,901.19,2021-07-08,2023-12-28,Fall,Morning,Discount,1720,0
PROD_MO05GS,TRANS_286KXP,5,24.26,Electronics,82,europe,0.21,4863.83,2022-08-26,2023-05-05,Summer,Evening,Loyalty Program,1306,0
PROD_S4W0QT,TRANS_CAE1YK,1,165.58,Sports,89,asia,0.59,6804.34,2020-01-26,2023-07-23,Fall,Evening,Email Campaign,2249,1
PROD_TOC2WT,TRANS_PN6VO3,7,45.56,Sports,46,europe,0.03,1912.83,2020-04-15,2023-12-25,Spring,Afternoon,Loyalty Program,2169,0
PROD_JU4SQ4,TRANS_3HZJ1Z,19,138.09,Electronics,20,north america,0.95,4530.07,2021-07-15,2023-02-11,Summer,Afternoon,Loyalty Program,1713,0
PROD_K6QYO8,TRANS_C8NKLI,12,150.56,Home,75,europe,0.4,2353.09,2020-10-18,2023-10-10,Summer,Evening,Loyalty Program,1983,0
PROD_213F1X,TRANS_1ZNF1H,10,118.71,Electronics,66,south america,0.91,6985.54,2020-12-22,2023-08-04,Spring,Morning,Loyalty Program,1918,1
PROD_HQFVDU,TRANS_O7B9AA,6,112.09,Clothing,73,south america,0.61,1768.89,2021-10-17,2023-09-01,Fall,Morning,Email Campaign,1619,0
PROD_YP9SZ3,TRANS_RWC4UM,4,67.75,Clothing,12,south america,0.82,8780.48,2022-01-02,2023-01-04,Fall,Evening,Email Campaign,1542,1
PROD_R03D98,TRANS_K8EFIS,16,158.61,Sports,33,south america,0.52,4467.83,2022-06-04,2023-12-14,Summer,Afternoon,Discount,1389,0
PROD_X8843V,TRANS_NCOOM4,3,145.12,Clothing,70,south america,0.39,3355.04,2022-03-18,2023-05-01,Spring,Evening,Email Campaign,1467,0
PROD_BGXYOH,TRANS_8V1CA6,17,97.81,Home,70,europe,0.54,3997.31,2020-02-26,2023-06-21,Spring,Afternoon,Loyalty Program,2218,0
PROD_I7M8AB,TRANS_A8GKOG,16,139.79,Electronics,9,south america,0.38,3701.14,2021-04-24,2023-01-08,Fall,Morning,Discount,1795,0
PROD_1CFMUP,TRANS_1R7D98,14,186.48,Home,9,north america,0.56,771.17,2020-07-31,2023-08-09,Fall,Evening,Email Campaign,2062,0
PROD_NY2475,TRANS_EZG2BD,13,141.02,Home,37,europe,0.8,3241.05,2022-08-14,2023-04-23,Fall,Afternoon,Discount,1318,0
PROD_RIANBU,TRANS_WBPJ70,1,45.55,Home,27,north america,0.7,6677.17,2020-05-20,2023-02-20,Spring,Morning,Email Campaign,2134,1
PROD_0GCKL0,TRANS_2XW37N,5,25.01,Clothing,75,north america,0.12,3677.22,2021-10-25,2023-10-05,Summer,Morning,Discount,1611,0
PROD_ZAEMFW,TRANS_5QJJUX,3,193.74,Electronics,35,north america,0.41,6919.27,2021-10-24,2023-09-12,Fall,Morning,Email Campaign,1612,1
PROD_KA7Q59,TRANS_2WV6U1,4,152.55,Sports,13,south america,0.85,2407.1,2021-03-21,2023-01-11,Summer,Morning,Discount,1829,0
PROD_J5LP86,TRANS_5C81CH,18,126.05,Home,77,south america,0.29,4211.21,2020-09-30,2023-11-24,Spring,Evening,Discount,2001,0
PROD_6FOXV4,TRANS_WDGR8R,12,177.06,Sports,28,north america,0.3,1863.26,2020-09-14,2023-04-26,Summer,Evening,Email Campaign,2017,0
PROD_ICPSN4,TRANS_U9Y9DW,17,137.8,Home,30,north america,0.95,7285.95,2022-08-21,2023-11-10,Summer,Evening,Discount,1311,1
PROD_COVSM2,TRANS_U9Z87S,11,186.96,Sports,83,south america,0.31,9698.18,2022-05-10,2023-05-29,Winter,Evening,Discount,1414,1
PROD_KA63AA,TRANS_DKG4FY,9,119.78,Electronics,58,north america,0.05,1393.69,2022-07-03,2023-05-25,Fall,Afternoon,Email Campaign,1360,0
PROD_XH5IM7,TRANS_L2A5B1,13,106.56,Sports,27,asia,0.96,5429.9,2020-03-21,2023-08-02,Spring,Evening,Loyalty Program,2194,1
PROD_BSZQJJ,TRANS_M290CW,10,26.4,Electronics,21,europe,0.68,1499.18,2022-01-02,2023-02-08,Spring,Afternoon,Loyalty Program,1542,0
PROD_TS1X2B,TRANS_VP7YPS,7,172.83,Sports,32,asia,0.65,4959.66,2020-08-23,2023-03-26,Fall,Evening,Loyalty Program,2039,0
PROD_8XD1ZZ,TRANS_80JJVI,7,161.21,Sports,57,asia,0.03,9172.82,2022-05-26,2023-04-04,Spring,Morning,Loyalty Program,1398,1
PROD_KEMB1P,TRANS_6N4XKM,5,168.1,Sports,20,asia,0.04,2414.51,2021-01-14,2023-10-19,Fall,Afternoon,Email Campaign,1895,0
PROD_JMWJGW,TRANS_W2M2ZV,17,116.72,Sports,7,south america,0.96,2613.84,2022-07-26,2023-07-28,Fall,Afternoon,Email Campaign,1337,0
PROD_O77A3Y,TRANS_R5RNOY,12,127.37,Sports,25,north america,0.25,2578.94,2022-03-27,2023-09-13,Winter,Evening,Discount,1458,0
PROD_8ON19R,TRANS_HABHZV,10,144.06,Home,60,south america,0.84,4714.8,2021-10-20,2023-01-13,Summer,Morning,Loyalty Program,1616,0
PROD_DOXT9Z,TRANS_Z31KRL,13,64.74,Sports,49,south america,0.02,8283.64,2020-01-29,2023-01-10,Winter,Afternoon,Email Campaign,2246,1
PROD_L7Z1FP,TRANS_257B7L,11,190.21,Sports,83,south america,0.5,5259.47,2022-11-01,2023-07-23,Spring,Afternoon,Email Campaign,1239,1
PROD_LD1ODK,TRANS_HBUD5D,8,37.09,Home,75,europe,0.3,572.42,2021-07-23,2023-10-11,Spring,Morning,Discount,1705,0
PROD_9H2LJB,TRANS_YY8XO5,13,180.43,Clothing,5,asia,0.98,8726.84,2021-08-10,2023-02-03,Spring,Afternoon,Discount,1687,1
PROD_NEH3IH,TRANS_BBO9WY,6,89.46,Home,44,south america,0.33,3649.71,2021-12-17,2023-03-03,Fall,Evening,Discount,1558,0
PROD_CJ351J,TRANS_GIIG6S,3,107.6,Electronics,63,europe,0.9,8234.75,2022-04-17,2023-04-20,Winter,Afternoon,Loyalty Program,1437,1
PROD_P2ATWM,TRANS_5JGK2I,15,41.12,Sports,22,asia,0.65,9730.65,2021-05-19,2023-09-29,Fall,Evening,Loyalty Program,1770,1
PROD_05KDT1,TRANS_5A4WWF,17,45.9,Home,45,asia,0.22,8146.53,2022-12-20,2023-12-14,Spring,Morning,Email Campaign,1190,1
PROD_OQ2TD9,TRANS_RDRG7C,18,46.53,Electronics,85,south america,0.62,1722.77,2022-05-01,2023-01-13,Spring,Evening,Loyalty Program,1423,0
PROD_RRXW8G,TRANS_J9H6I5,19,198.63,Home,7,europe,0.23,4584.29,2022-02-12,2023-05-03,Summer,Evening,Discount,1501,0
PROD_Q49NZQ,TRANS_9QRPR3,5,157.99,Clothing,19,south america,0.35,6747.12,2021-04-22,2023-03-30,Winter,Morning,Loyalty Program,1797,1
PROD_ATL6CV,TRANS_U7BEYZ,6,120.54,Clothing,9,north america,0.23,465.78,2021-12-07,2023-06-24,Spring,Morning,Email Campaign,1568,0
PROD_W72QCE,TRANS_6B0LF8,3,119.06,Clothing,10,asia,0.66,8486.45,2022-07-26,2023-03-31,Winter,Afternoon,Discount,1337,1
PROD_7HBTUP,TRANS_4MKYRE,13,114.16,Home,28,south america,0.33,2773.84,2021-05-14,2023-11-18,Spring,Morning,Email Campaign,1775,0
PROD_60T1V2,TRANS_GBMLH6,7,192.96,Home,79,south america,0.17,2893.12,2020-04-04,2023-07-04,Fall,Evening,Discount,2180,0
PROD_VGBNZG,TRANS_FHQGIR,1,48.12,Sports,19,north america,0.34,3144.46,2020-08-30,2023-04-10,Spring,Afternoon,Discount,2032,0
PROD_8Z8L86,TRANS_D2W4JB,9,88.54,Clothing,43,asia,0.45,3290.38,2022-05-07,2023-07-16,Summer,Afternoon,Discount,1417,0
PROD_9F9EIL,TRANS_TE879J,12,138.28,Sports,65,europe,0.04,7322.66,2022-01-26,2023-08-15,Spring,Afternoon,Discount,1518,1
PROD_YQRQAZ,TRANS_NTJ6C7,16,177.63,Clothing,25,north america,0.87,6259.35,2022-01-22,2023-05-13,Spring,Afternoon,Email Campaign,1522,1
PROD_RHA5QT,TRANS_6028U4,19,49.78,Clothing,61,south america,0.41,5718.24,2020-12-12,2023-12-11,Fall,Afternoon,Discount,1928,1
PROD_LCRVM9,TRANS_CZG3BD,11,108.78,Electronics,62,north america,0.81,5025.04,2022-06-16,2023-11-03,Winter,Morning,Email Campaign,1377,1
PROD_XP49JN,TRANS_3ABI4I,6,133.23,Sports,15,south america,0.21,8997.34,2022-03-10,2023-05-19,Winter,Evening,Loyalty Program,1475,1
PROD_WFP5XT,TRANS_SLEPNM,18,169.53,Electronics,36,south america,0.82,3197.12,2021-03-13,2023-09-09,Summer,Morning,Loyalty Program,1837,0
PROD_K7BRSM,TRANS_LTEUIM,11,61.78,Clothing,47,europe,0.37,6299.3,2020-07-19,2023-01-04,Spring,Evening,Loyalty Program,2074,1
PROD_YDWK2H,TRANS_WBH9VP,5,40.06,Home,12,europe,0.4,2296.44,2020-02-21,2023-02-01,Winter,Morning,Loyalty Program,2223,0
PROD_D2X1HD,TRANS_OXP8GX,6,194.16,Home,50,europe,0.45,8655.76,2022-08-30,2023-08-10,Summer,Morning,Loyalty Program,1302,1
PROD_2X69I0,TRANS_PVQSIP,13,80.51,Electronics,29,north america,0.52,9287.67,2022-07-27,2023-08-04,Fall,Afternoon,Discount,1336,1
PROD_UXE60R,TRANS_ZZCAEP,7,97.37,Sports,33,europe,0.57,1252.42,2021-04-28,2023-08-06,Winter,Morning,Loyalty Program,1791,0
PROD_4PRRZJ,TRANS_OEN01W,3,195.3,Sports,57,asia,0.88,9673.73,2021-06-21,2023-05-27,Summer,Afternoon,Loyalty Program,1737,1
PROD_L26JP0,TRANS_BH7HE5,10,129.85,Sports,6,europe,0.25,7612.97,2020-03-28,2023-06-24,Fall,Evening,Loyalty Program,2187,1
PROD_1YQZ8O,TRANS_7SNHLS,14,45.06,Sports,40,asia,0.82,5477.39,2020-08-03,2023-02-18,Winter,Morning,Email Campaign,2059,1
PROD_XV3PS1,TRANS_1DERVF,16,83.21,Clothing,34,north america,0.88,4940.81,2021-03-17,2023-02-03,Winter,Morning,Loyalty Program,1833,0
PROD_W9ZTO2,TRANS_DQPUDO,3,59.63,Home,77,north america,0.39,9392.21,2020-12-17,2023-04-21,Fall,Afternoon,Discount,1923,1
PROD_6M3H8T,TRANS_LPKMSP,6,75.93,Electronics,61,asia,0.37,7131.06,2020-09-01,2023-01-22,Winter,Morning,Discount,2030,1
PROD_6DA9VE,TRANS_OH82EM,9,50.08,Electronics,34,north america,0.79,4701.33,2021-11-27,2023-11-14,Winter,Evening,Email Campaign,1578,0
PROD_TZOXL2,TRANS_WLNXBS,5,76.81,Home,50,north america,0.74,8436.7,2022-03-01,2023-11-07,Winter,Evening,Discount,1484,1
PROD_OT15FQ,TRANS_3LI37T,1,40.04,Home,18,asia,0.84,7318.59,2022-01-20,2023-10-24,Winter,Morning,Loyalty Program,1524,1
PROD_ZV762M,TRANS_QSAIXC,11,186.26,Sports,39,south america,0.32,8365.17,2021-08-17,2023-12-13,Summer,Afternoon,Discount,1680,1
PROD_MJT9J0,TRANS_ROP5C3,13,105.2,Electronics,70,europe,0.77,5814.36,2021-12-25,2023-06-23,Winter,Afternoon,Loyalty Program,1550,1
PROD_V1V0B6,TRANS_7LY08W,2,120.58,Clothing,12,north america,0.49,5942.69,2021-12-16,2023-11-19,Spring,Morning,Discount,1559,1
PROD_OOR5AR,TRANS_NHXNDC,8,56.53,Home,82,south america,0.1,2258.49,2022-08-17,2023-01-09,Winter,Afternoon,Email Campaign,1315,0
PROD_G0L9DS,TRANS_KMTCR8,5,169.7,Electronics,69,south america,0.81,5404.73,2021-06-06,2023-04-02,Winter,Evening,Email Campaign,1752,1
PROD_7QP5VZ,TRANS_K4JZMN,4,172.35,Clothing,61,north america,0.8,7140.09,2020-03-05,2023-01-19,Fall,Morning,Email Campaign,2210,1
PROD_ZR7B57,TRANS_GCPOX6,16,123.47,Clothing,53,europe,0.16,9191.66,2022-07-01,2023-10-13,Spring,Morning,Email Campaign,1362,1
PROD_LMZZD2,TRANS_UKRE6X,18,137.62,Clothing,7,north america,0.23,9134.77,2021-06-11,2023-04-08,Fall,Afternoon,Discount,1747,1
PROD_O62T0D,TRANS_NES9GL,14,174.7,Clothing,48,asia,0.76,6063.69,2022-10-10,2023-04-15,Summer,Morning,Email Campaign,1261,1
PROD_SX0VK1,TRANS_I9J542,5,179.51,Clothing,86,asia,0.7,9240.41,2020-02-11,2023-06-01,Spring,Afternoon,Loyalty Program,2233,1
PROD_FRRXP1,TRANS_QIUL58,11,107.66,Electronics,83,south america,0.55,8100.12,2021-11-20,2023-08-23,Spring,Evening,Email Campaign,1585,1
PROD_FQYFX4,TRANS_6CQEBF,13,138.66,Electronics,9,south america,0.66,2511.81,2020-01-03,2023-05-15,Spring,Evening,Email Campaign,2272,0
PROD_OKUAY4,TRANS_9B29Y2,2,32.25,Sports,61,asia,0.87,7780.65,2021-11-29,2023-08-18,Spring,Afternoon,Email Campaign,1576,1
PROD_HF1BPU,TRANS_CCZ6HA,9,140.2,Sports,67,south america,0.82,5987.93,2020-12-23,2023-01-24,Fall,Morning,Discount,1917,1
PROD_Z5O8LD,TRANS_UECWUN,7,160.14,Home,54,north america,0.05,2476.51,2022-02-26,2023-10-21,Spring,Evening,Email Campaign,1487,0
PROD_9YJXM9,TRANS_IU6SXG,6,172.82,Sports,7,north america,0.37,2750.89,2021-02-23,2023-12-02,Summer,Evening,Discount,1855,0
PROD_3WJZJQ,TRANS_9EWP2N,16,91.89,Electronics,58,europe,0.44,1369.45,2021-10-26,2023-05-31,Summer,Afternoon,Loyalty Program,1610,0
PROD_HTXCA1,TRANS_ZLYOVV,5,195.04,Home,54,asia,0.41,7433.0,2021-07-01,2023-05-24,Winter,Afternoon,Email Campaign,1727,1
PROD_16GJO1,TRANS_KY61Q0,19,94.5,Electronics,8,south america,0.13,8200.21,2021-09-30,2023-06-24,Summer,Morning,Loyalty Program,1636,1
PROD_AST8JV,TRANS_PD1JCJ,12,64.95,Sports,70,asia,0.3,5901.74,2021-11-15,2023-10-02,Fall,Afternoon,Email Campaign,1590,1
PROD_FBA1VJ,TRANS_HO2YRC,9,85.84,Home,58,asia,0.85,4591.27,2020-06-25,2023-12-09,Spring,Afternoon,Discount,2098,0
PROD_1BXZ3X,TRANS_KQH1PM,1,180.21,Home,28,europe,0.75,2192.65,2020-12-19,2023-05-17,Winter,Morning,Loyalty Program,1921,0
PROD_7NYQDF,TRANS_5D0HKA,9,57.21,Home,18,north america,0.98,5633.69,2022-05-21,2023-10-19,Fall,Morning,Loyalty Program,1403,1
PROD_IXQ8DH,TRANS_PTETUX,15,88.15,Sports,75,asia,0.6,8414.19,2021-12-28,2023-12-30,Spring,Afternoon,Email Campaign,1547,1
PROD_5QU9PB,TRANS_KGWTT2,13,35.26,Sports,27,asia,0.62,1681.44,2021-06-04,2023-11-05,Spring,Evening,Discount,1754,0
PROD_QA6WT2,TRANS_98VHNY,18,145.36,Sports,39,north america,0.86,4485.89,2020-02-06,2023-01-26,Fall,Afternoon,Discount,2238,0
PROD_T4FWUN,TRANS_YDVJSU,11,155.9,Clothing,25,asia,0.81,7237.4,2020-05-16,2023-07-14,Winter,Afternoon,Loyalty Program,2138,1
PROD_HZFA1J,TRANS_AMB6HH,4,127.23,Electronics,76,north america,0.9,2379.32,2021-10-30,2023-10-31,Fall,Evening,Email Campaign,1606,0
PROD_GE2VZ8,TRANS_QKZ7OT,15,199.39,Sports,69,europe,0.46,3631.82,2020-03-18,2023-08-22,Summer,Afternoon,Loyalty Program,2197,0
PROD_QD41P1,TRANS_WRLA0B,4,125.76,Electronics,32,south america,0.58,5154.98,2022-04-30,2023-08-04,Winter,Evening,Discount,1424,1
PROD_WEW3K7,TRANS_MBNHJD,18,168.94,Home,28,europe,0.38,5952.68,2022-02-21,2023-04-06,Fall,Afternoon,Discount,1492,1
PROD_YXA1RO,TRANS_9BFK4U,19,126.71,Electronics,26,north america,0.02,2884.3,2021-04-19,2023-08-22,Fall,Afternoon,Discount,1800,0
PROD_9JMVXI,TRANS_ZHL6A6,17,71.68,Sports,69,asia,0.22,4882.68,2022-09-15,2023-04-24,Fall,Morning,Loyalty Program,1286,0
PROD_B43EDP,TRANS_IE3OGR,19,198.5,Electronics,27,north america,0.68,3274.82,2020-02-29,2023-10-22,Winter,Afternoon,Email Campaign,2215,0
PROD_2K7M7D,TRANS_SMQ9CI,2,119.2,Clothing,45,south america,0.99,5604.93,2020-02-17,2023-07-07,Spring,Afternoon,Email Campaign,2227,1
PROD_CJAQEN,TRANS_EJ2MZN,12,72.76,Clothing,28,asia,0.72,940.47,2022-02-08,2023-01-11,Winter,Afternoon,Discount,1505,0
PROD_ZIFIUU,TRANS_2T0OM4,3,123.16,Electronics,72,asia,0.15,8994.21,2021-12-08,2023-12-28,Spring,Afternoon,Loyalty Program,1567,1
PROD_DTUGW7,TRANS_7Q458H,2,184.13,Clothing,9,south america,0.86,7124.75,2023-01-01,2023-08-14,Summer,Afternoon,Discount,1178,1
PROD_E1887W,TRANS_10EFHN,15,104.12,Home,8,europe,0.14,2114.05,2021-04-18,2023-09-11,Summer,Morning,Email Campaign,1801,0
PROD_6YV59P,TRANS_POV2ZJ,8,104.84,Clothing,33,south america,0.1,4849.82,2020-01-25,2023-12-28,Fall,Morning,Loyalty Program,2250,0
PROD_UAU8Q1,TRANS_0MP6EW,2,122.54,Clothing,36,south america,0.4,8177.51,2022-10-18,2023-06-29,Winter,Afternoon,Loyalty Program,1253,1
PROD_LVDHOD,TRANS_RNA8N3,1,168.23,Home,14,europe,0.04,639.05,2021-11-21,2023-02-28,Winter,Morning,Email Campaign,1584,0
PROD_FOIFSQ,TRANS_9S8K4C,5,186.27,Electronics,65,north america,0.95,6812.99,2021-12-12,2023-09-03,Spring,Morning,Discount,1563,1
PROD_ERP3ZS,TRANS_WXRGJK,16,32.9,Sports,5,north america,1.0,2893.15,2021-12-05,2023-06-20,Fall,Morning,Email Campaign,1570,0
PROD_J9H3EG,TRANS_P0VBZ2,18,147.31,Home,51,europe,0.86,1692.23,2022-10-15,2023-08-17,Summer,Morning,Email Campaign,1256,0
PROD_XWOPQ6,TRANS_Z4KNRE,17,140.72,Electronics,44,asia,0.03,9664.27,2022-04-27,2023-09-17,Winter,Morning,Loyalty Program,1427,1
PROD_X3DOYU,TRANS_PPVEXX,8,53.63,Clothing,23,north america,0.95,5851.7,2022-09-18,2023-09-26,Spring,Morning,Loyalty Program,1283,1
PROD_PKDZVZ,TRANS_1NLSLU,13,56.41,Sports,22,asia,0.98,3170.87,2021-08-19,2023-02-26,Winter,Evening,Discount,1678,0
PROD_TX7384,TRANS_1IMCF5,3,190.77,Home,74,north america,0.26,4562.86,2021-07-21,2023-05-21,Spring,Afternoon,Loyalty Program,1707,0
PROD_SNTAAM,TRANS_6IIV39,7,133.58,Electronics,67,europe,0.63,1667.94,2022-07-01,2023-01-31,Summer,Afternoon,Email Campaign,1362,0
PROD_2EUE1J,TRANS_HP79XP,14,119.84,Clothing,69,north america,0.73,2513.29,2022-07-04,2023-07-17,Winter,Evening,Loyalty Program,1359,0
PROD_B1OXJ3,TRANS_JRVQSS,4,120.82,Home,29,north america,0.5,4520.77,2022-04-28,2023-08-17,Summer,Evening,Discount,1426,0
PROD_HT7YPU,TRANS_RNEGCI,10,157.09,Sports,47,asia,0.02,2166.0,2021-09-07,2023-12-27,Fall,Afternoon,Loyalty Program,1659,0
PROD_GHONEH,TRANS_9A3PCY,19,27.25,Electronics,32,asia,0.03,4807.7,2021-08-13,2023-08-20,Spring,Morning,Loyalty Program,1684,0
PROD_ZLTCFB,TRANS_GD5ICM,2,68.98,Home,33,europe,0.42,2692.16,2021-03-25,2023-09-17,Summer,Afternoon,Discount,1825,0
PROD_809ZQ3,TRANS_JC5VTO,1,125.31,Clothing,15,south america,0.13,1339.93,2020-12-19,2023-03-10,Summer,Afternoon,Loyalty Program,1921,0
PROD_JME4VY,TRANS_RJAIIE,6,157.93,Clothing,74,south america,0.24,452.33,2020-12-01,2023-06-25,Fall,Morning,Discount,1939,0
PROD_5CO1DJ,TRANS_TBBR2G,12,173.33,Home,62,south america,0.62,2765.53,2022-03-23,2023-02-13,Spring,Evening,Discount,1462,0
PROD_JC1BVP,TRANS_3Z588I,12,24.55,Sports,15,europe,0.74,267.14,2020-03-01,2023-02-14,Summer,Evening,Loyalty Program,2214,0
